#time	sec	step	log_time	priority	tag	pid	log
111244	4	87	2022-01-13 12:24:43.144000	I	auditd	17290	type=1400 audit(0.0:3670): avc: denied { getattr } for comm="df" path="/vendor/nvcfg" dev="mmcblk0p6" ino=2 scontext=u:r:shell:s0 tcontext=u:object_r:nvcfg_file:s0 tclass=dir permissive=0
111248	5	87	2022-01-13 12:24:43.148000	I	auditd	17290	type=1400 audit(0.0:3671): avc: denied { getattr } for comm="df" path="/mnt/media_rw" dev="tmpfs" ino=1151 scontext=u:r:shell:s0 tcontext=u:object_r:mnt_media_rw_file:s0 tclass=dir permissive=0
111336	6	87	2022-01-13 12:24:43.236000	I	auditd	17282	type=1400 audit(0.0:3673): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
112043	1	87	2022-01-13 12:24:43.943000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
112402	1	88	2022-01-13 12:24:44.302000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
112648	2	88	2022-01-13 12:24:44.548000	I	auditd	17373	type=1400 audit(0.0:3675): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
112985	1	88	2022-01-13 12:24:44.885000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
114260	1	89	2022-01-13 12:24:46.160000	I	auditd	17486	type=1400 audit(0.0:3677): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
115444	1	90	2022-01-13 12:24:47.344000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
115804	1	90	2022-01-13 12:24:47.704000	I	auditd	17624	type=1400 audit(0.0:3679): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
115808	1	90	2022-01-13 12:24:47.708000	I	auditd	17624	type=1400 audit(0.0:3680): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
116032	2	90	2022-01-13 12:24:47.932000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
117356	1	91	2022-01-13 12:24:49.256000	I	auditd	17706	type=1400 audit(0.0:3681): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
117360	1	91	2022-01-13 12:24:49.260000	I	auditd	17706	type=1400 audit(0.0:3682): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
117947	2	91	2022-01-13 12:24:49.847000	I	sqlite_mem_released	1640	0
117947	3	91	2022-01-13 12:24:49.847000	I	force_gc	1640	mem
118000	1	91	2022-01-13 12:24:49.900000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
118454	1	92	2022-01-13 12:24:50.354000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
118680	2	92	2022-01-13 12:24:50.580000	I	power_sleep_requested	977	0
118728	1	92	2022-01-13 12:24:50.628000	I	auditd	17763	type=1400 audit(0.0:3683): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
118912	1	92	2022-01-13 12:24:50.812000	I	am_pause_activity	977	[0,169929699,com.example.test_one/.Gravity_detector]
118933	2	92	2022-01-13 12:24:50.833000	I	am_on_paused_called	10516	[0,com.example.test_one.Gravity_detector,handlePauseActivity]
118935	3	92	2022-01-13 12:24:50.835000	I	sysui_multi_action	1118	[757,1093,758,4,793,8016,1094,738721792,1095,4]
118967	4	92	2022-01-13 12:24:50.867000	I	am_stop_activity	977	[0,169929699,com.example.test_one/.Gravity_detector]
118973	5	92	2022-01-13 12:24:50.873000	I	sysui_count	977	[window_time_0,60]
118973	6	92	2022-01-13 12:24:50.873000	I	sysui_multi_action	977	[757,803,799,window_time_0,802,60]
118986	7	92	2022-01-13 12:24:50.886000	I	am_on_stop_called	10516	[0,com.example.test_one.Gravity_detector,sleeping]
119080	1	92	2022-01-13 12:24:50.980000	I	am_pss	977	[9596,10010,com.google.process.gservices,7286784,4927488,138240]
119406	1	92	2022-01-13 12:24:51.306000	I	sysui_multi_action	977	[757,198,758,2,759,3]
119407	2	92	2022-01-13 12:24:51.307000	I	power_screen_state	977	[0,3,0,0,0]
119407	3	92	2022-01-13 12:24:51.307000	I	screen_toggled	977	0
119407	4	92	2022-01-13 12:24:51.307000	I	sysui_histogram	977	[screen_timeout,60]
119407	5	92	2022-01-13 12:24:51.307000	I	sysui_multi_action	977	[757,804,799,screen_timeout,801,60,802,1]
119407	6	92	2022-01-13 12:24:51.307000	I	power_screen_broadcast_send	977	1
119771	1	92	2022-01-13 12:24:51.671000	I	power_screen_broadcast_done	977	[0,363,1]
120164	1	93	2022-01-13 12:24:52.064000	I	auditd	17852	type=1400 audit(0.0:3685): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
120706	1	93	2022-01-13 12:24:52.606000	I	sysui_histogram	977	[power_consecutive_short_tap_count,1]
120706	2	93	2022-01-13 12:24:52.606000	I	sysui_multi_action	977	[757,804,799,power_consecutive_short_tap_count,801,1,802,1]
120707	3	93	2022-01-13 12:24:52.607000	I	sysui_histogram	977	[power_double_tap_interval,153160]
120707	4	93	2022-01-13 12:24:52.607000	I	sysui_multi_action	977	[757,804,799,power_double_tap_interval,801,153160,802,1]
120709	5	93	2022-01-13 12:24:52.609000	I	screen_toggled	977	1
120709	6	93	2022-01-13 12:24:52.609000	I	power_screen_broadcast_send	977	1
120710	7	93	2022-01-13 12:24:52.610000	I	am_set_resumed_activity	977	[0,com.example.test_one/.Gravity_detector,resumeTopActivityInnerLocked]
120720	8	93	2022-01-13 12:24:52.620000	I	am_resume_activity	977	[0,169929699,44867,com.example.test_one/.Gravity_detector]
120903	1	93	2022-01-13 12:24:52.803000	I	am_on_resume_called	10516	[0,com.example.test_one.Gravity_detector,RESUME_ACTIVITY]
121022	1	94	2022-01-13 12:24:52.922000	I	power_screen_broadcast_done	977	[1,312,1]
121152	1	94	2022-01-13 12:24:53.052000	I	sysui_multi_action	977	[757,198,758,1,759,0,793,450]
121152	2	94	2022-01-13 12:24:53.052000	I	power_screen_state	977	[1,0,0,0,450]
121272	1	94	2022-01-13 12:24:53.172000	I	auditd	17951	type=1400 audit(0.0:3687): avc: denied { getattr } for comm="df" path="/vendor/protect_f" dev="mmcblk0p9" ino=2 scontext=u:r:shell:s0 tcontext=u:object_r:protect_f_data_file:s0 tclass=dir permissive=0
121464	1	94	2022-01-13 12:24:53.364000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
121500	1	94	2022-01-13 12:24:53.400000	I	auditd	17942	type=1400 audit(0.0:3693): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
121765	1	94	2022-01-13 12:24:53.665000	I	sysui_multi_action	1118	[757,1093,758,4,793,2833,1094,738721792,1095,4]
122868	1	95	2022-01-13 12:24:54.768000	I	auditd	18009	type=1400 audit(0.0:3695): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
122992	1	95	2022-01-13 12:24:54.892000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
123970	1	96	2022-01-13 12:24:55.870000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
124192	2	96	2022-01-13 12:24:56.092000	I	auditd	18087	type=1400 audit(0.0:3697): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
124970	1	96	2022-01-13 12:24:56.870000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
125564	1	97	2022-01-13 12:24:57.464000	I	auditd	18140	type=1400 audit(0.0:3699): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
125977	1	97	2022-01-13 12:24:57.877000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
127000	1	98	2022-01-13 12:24:58.900000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
127024	2	98	2022-01-13 12:24:58.924000	I	auditd	18193	type=1400 audit(0.0:3701): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
127028	1	99	2022-01-13 12:24:58.928000	I	auditd	18193	type=1400 audit(0.0:3702): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
128383	2	99	2022-01-13 12:25:00.284000	I	auditd	18267	type=1400 audit(0.0:3703): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
128979	1	99	2022-01-13 12:25:00.880000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
129660	1	100	2022-01-13 12:25:01.560000	I	auditd	18311	type=1400 audit(0.0:3705): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
129815	1	100	2022-01-13 12:25:01.715000	I	sysui_multi_action	1118	[757,1093,758,4,793,8049,1094,738721792,1095,4]
129995	1	100	2022-01-13 12:25:01.895000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
130948	1	101	2022-01-13 12:25:02.848000	I	auditd	18372	type=1400 audit(0.0:3707): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
130952	1	101	2022-01-13 12:25:02.852000	I	auditd	18372	type=1400 audit(0.0:3708): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
130985	2	101	2022-01-13 12:25:02.886000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
131268	1	101	2022-01-13 12:25:03.168000	I	auditd	18411	type=1400 audit(0.0:3709): avc: denied { getattr } for comm="df" path="/vendor/protect_f" dev="mmcblk0p9" ino=2 scontext=u:r:shell:s0 tcontext=u:object_r:protect_f_data_file:s0 tclass=dir permissive=0
132416	1	102	2022-01-13 12:25:04.316000	I	auditd	18435	type=1400 audit(0.0:3715): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
132824	1	102	2022-01-13 12:25:04.724000	I	sysui_multi_action	1118	[757,1093,758,4,793,3009,1094,738721792,1095,4]
132987	1	102	2022-01-13 12:25:04.887000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
133038	1	103	2022-01-13 12:25:04.938000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
133812	2	103	2022-01-13 12:25:05.712000	I	auditd	18498	type=1400 audit(0.0:3717): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
135228	1	104	2022-01-13 12:25:07.128000	I	auditd	18558	type=1400 audit(0.0:3719): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
135959	1	104	2022-01-13 12:25:07.859000	I	sqlite_mem_released	7344	107520
135963	2	104	2022-01-13 12:25:07.863000	I	force_gc	7344	mem
135983	3	104	2022-01-13 12:25:07.883000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
136053	1	105	2022-01-13 12:25:07.953000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
136640	2	105	2022-01-13 12:25:08.540000	I	auditd	18618	type=1400 audit(0.0:3721): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
136831	1	105	2022-01-13 12:25:08.731000	I	sysui_multi_action	1118	[757,1093,758,4,793,4008,1094,738721792,1095,4]
136988	1	105	2022-01-13 12:25:08.888000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
137984	1	106	2022-01-13 12:25:09.884000	I	auditd	18673	type=1400 audit(0.0:3723): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
138831	1	106	2022-01-13 12:25:10.731000	I	sysui_multi_action	1118	[757,1093,758,4,793,2000,1094,738721792,1095,4]
139041	1	107	2022-01-13 12:25:10.941000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
139208	1	107	2022-01-13 12:25:11.108000	I	auditd	18740	type=1400 audit(0.0:3725): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
140560	1	108	2022-01-13 12:25:12.460000	I	auditd	18790	type=1400 audit(0.0:3727): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
140921	1	108	2022-01-13 12:25:12.821000	I	am_uid_running	977	10100
140954	1	108	2022-01-13 12:25:12.854000	I	am_proc_start	977	[0,18811,10100,org.telegram.messenger,broadcast,org.telegram.messenger/com.google.firebase.iid.FirebaseInstanceIdReceiver]
140990	1	108	2022-01-13 12:25:12.890000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
141007	2	108	2022-01-13 12:25:12.907000	I	am_proc_bound	977	[0,18811,org.telegram.messenger]
141023	3	108	2022-01-13 12:25:12.923000	I	am_uid_active	977	10100
141064	1	108	2022-01-13 12:25:12.964000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
141065	2	108	2022-01-13 12:25:12.965000	I	c2dm	1608	[-7,,174,152]
141161	1	108	2022-01-13 12:25:13.061000	I	am_pss	977	[16663,10307,com.drweb.pro:Metrica,16374784,11988992,128000]
141300	1	108	2022-01-13 12:25:13.200000	I	auditd	18837	type=1400 audit(0.0:3729): avc: denied { getattr } for comm="df" path="/vendor/protect_f" dev="mmcblk0p9" ino=2 scontext=u:r:shell:s0 tcontext=u:object_r:protect_f_data_file:s0 tclass=dir permissive=0
141300	2	108	2022-01-13 12:25:13.200000	I	auditd	18837	type=1400 audit(0.0:3730): avc: denied { getattr } for comm="df" path="/vendor/protect_s" dev="mmcblk0p10" ino=2 scontext=u:r:shell:s0 tcontext=u:object_r:protect_s_data_file:s0 tclass=dir permissive=0
141841	1	109	2022-01-13 12:25:13.741000	I	sysui_multi_action	1118	[757,1093,758,4,793,3010,1094,738721792,1095,4]
141976	1	109	2022-01-13 12:25:13.876000	I	auditd	18871	type=1400 audit(0.0:3735): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
142061	1	109	2022-01-13 12:25:13.961000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
143135	1	109	2022-01-13 12:25:15.035000	I	sysui_multi_action	1118	[757,1093,758,4,793,1294,1094,738721792,1095,4]
143940	1	110	2022-01-13 12:25:15.840000	I	auditd	18968	type=1400 audit(0.0:3737): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
145008	1	110	2022-01-13 12:25:16.908000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
145068	1	110	2022-01-13 12:25:16.968000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
145069	2	110	2022-01-13 12:25:16.969000	I	am_pss	977	[15196,10063,com.google.android.apps.messaging,58944512,55218176,119808]
145529	1	111	2022-01-13 12:25:17.429000	I	netstats_mobile_sample	977	[1389187,2498,511269,2594,1384995,2416,511269,2596,1384995,2416,511269,2596,-1]
145530	2	111	2022-01-13 12:25:17.430000	I	netstats_wifi_sample	977	[206840184,207992,34796655,208074,203906432,207278,31866707,207470,203906432,207278,31866707,207470,-1]
145772	1	111	2022-01-13 12:25:17.672000	I	auditd	19045	type=1400 audit(0.0:3739): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
145776	1	111	2022-01-13 12:25:17.676000	I	auditd	19045	type=1400 audit(0.0:3740): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
145855	2	111	2022-01-13 12:25:17.755000	I	sysui_multi_action	1118	[757,1093,758,4,793,2720,1094,738721792,1095,4]
145999	1	111	2022-01-13 12:25:17.899000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
147308	1	112	2022-01-13 12:25:19.208000	I	auditd	19107	type=1400 audit(0.0:3741): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
148116	1	112	2022-01-13 12:25:20.016000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
148928	1	113	2022-01-13 12:25:20.828000	I	auditd	19176	type=1400 audit(0.0:3743): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
148993	1	113	2022-01-13 12:25:20.893000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
150263	1	114	2022-01-13 12:25:22.163000	I	netstats_mobile_sample	977	[1389187,2498,511269,2594,1384995,2416,511269,2596,1384995,2416,511269,2596,-1]
150264	2	114	2022-01-13 12:25:22.164000	I	netstats_wifi_sample	977	[208990350,209686,34929308,209721,205994670,208941,31974138,209087,205906350,208872,31968746,209018,-1]
150340	1	114	2022-01-13 12:25:22.240000	I	auditd	19242	type=1400 audit(0.0:3745): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
150997	1	114	2022-01-13 12:25:22.897000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
151132	1	114	2022-01-13 12:25:23.032000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
151312	2	114	2022-01-13 12:25:23.212000	I	auditd	19284	type=1400 audit(0.0:3747): avc: denied { getattr } for comm="df" path="/vendor/protect_f" dev="mmcblk0p9" ino=2 scontext=u:r:shell:s0 tcontext=u:object_r:protect_f_data_file:s0 tclass=dir permissive=0
151659	1	115	2022-01-13 12:25:23.559000	I	sysui_multi_action	1118	[757,1093,758,4,793,5804,1094,738721792,1095,4]
151972	1	115	2022-01-13 12:25:23.872000	I	auditd	19289	type=1400 audit(0.0:3753): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
152865	1	115	2022-01-13 12:25:24.765000	I	netstats_mobile_sample	977	[1389187,2498,511269,2594,1384995,2416,511269,2596,1384995,2416,511269,2596,-1]
152866	2	115	2022-01-13 12:25:24.766000	I	netstats_wifi_sample	977	[211187494,211396,35056573,211425,208206058,210681,32079683,210820,208184641,210664,32078243,210793,-1]
153010	1	116	2022-01-13 12:25:24.910000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
153524	1	116	2022-01-13 12:25:25.424000	I	auditd	19359	type=1400 audit(0.0:3755): avc: denied { search } for comm="screencap" name="clients" dev="debugfs" ino=7920 scontext=u:r:shell:s0 tcontext=u:object_r:debugfs_ion:s0 tclass=dir permissive=0
154154	1	116	2022-01-13 12:25:26.054000	I	notification_enqueue	977	[10285,1952,com.fancyclean.security.antivirus,180702,NULL,0,Notification(channel=toolbar pri=-2 contentView=com.fancyclean.security.antivirus/0x7f0c0140 vibrate=null sound=null defaults=0x0 flags=0x0 color=0x00000000 vis=SECRET),1]
