#time	step	pss	shared_dirty	private_dirty	heap_size	heap_alloc	heap_free	native_pss	native_shared_dirty	native_private_dirty	native_heap_size	native_heap_alloc	native_heap_free	dalvik_pss	dalvik_shared_dirty	dalvik_private_dirty	dalvik_heap_size	dalvik_heap_alloc	dalvik_heap_free
828959	684	46012		19756	20972	13397	7574	6426		6392	16384	11103	5280	3956		3720	4588	2294	2294
829963	685	46124		19744	20972	13395	7576	6426		6392	16384	11101	5282	3943		3708	4588	2294	2294
830968	686	46063		19736	20972	13397	7574	6426		6392	16384	11103	5280	3935		3700	4588	2294	2294
831984	687	46010		19740	20972	13397	7574	6426		6392	16384	11103	5280	3939		3704	4588	2294	2294
832987	687	46420		19760	20972	13396	7575	6426		6392	16384	11102	5281	3959		3724	4588	2294	2294
833991	688	46047		19744	20972	13396	7575	6427		6392	16384	11102	5281	3948		3708	4588	2294	2294
834994	689	46002		19744	20972	13397	7574	6427		6392	16384	11103	5280	3948		3708	4588	2294	2294
836007	690	46102		19744	20972	13396	7575	6427		6392	16384	11102	5281	3948		3708	4588	2294	2294
837016	691	46142		19748	20972	13395	7576	6427		6392	16384	11101	5282	3952		3712	4588	2294	2294
838020	692	45886		19736	20972	13397	7574	6427		6392	16384	11103	5280	3940		3700	4588	2294	2294
839025	693	46125		19736	20972	13396	7575	6427		6392	16384	11102	5281	3940		3700	4588	2294	2294
840038	694	46111		19752	20972	13395	7576	6426		6392	16384	11101	5282	3955		3716	4588	2294	2294
841045	695	46374		19736	20972	13397	7574	6426		6392	16384	11103	5280	3939		3700	4588	2294	2294
842051	696	46456		19736	20972	13396	7575	6427		6392	16384	11102	5281	3948		3700	4588	2294	2294
843052	696	46429		19748	21004	13411	7592	6427		6392	16384	11101	5282	3962		3712	4620	2310	2310
844061	697	46366		19744	20972	13397	7574	6427		6392	16384	11103	5280	3956		3708	4588	2294	2294
845077	698	46004		19740	20972	13397	7574	6427		6392	16384	11103	5280	3952		3704	4588	2294	2294
846082	699	46333		19760	20972	13397	7574	6427		6392	16384	11103	5280	3972		3724	4588	2294	2294
847093	700	46142		19744	20972	13397	7574	6431		6396	16384	11103	5280	3950		3704	4588	2294	2294
848093	701	46618		19744	20972	13397	7574	6432		6396	16384	11103	5280	3946		3704	4588	2294	2294
849106	701	46724		19744	21004	13412	7591	6434		6396	16384	11102	5281	3946		3704	4620	2310	2310
850107	702	47165		19760	20972	13397	7574	6434		6396	16384	11103	5280	3962		3720	4588	2294	2294
851109	703	46594		19740	20972	13397	7574	6434		6396	16384	11103	5280	3942		3700	4588	2294	2294
852123	704	46454		19744	20972	13396	7575	6434		6396	16384	11102	5281	3946		3704	4588	2294	2294
853136	705	46689		19740	20972	13397	7574	6434		6396	16384	11103	5280	3942		3700	4588	2294	2294
854140	706	46697		19752	20973	13398	7574	6434		6396	16384	11103	5280	3954		3712	4589	2295	2294
855142	707	46685		19740	20972	13396	7575	6434		6396	16384	11102	5281	3942		3700	4588	2294	2294
856156	707	46517		19752	20972	13397	7574	6434		6396	16384	11103	5280	3954		3712	4588	2294	2294
857157	708	46908		19764	20973	13398	7574	6434		6396	16384	11103	5280	3966		3724	4589	2295	2294
858172	709	46725		19740	20972	13396	7575	6434		6396	16384	11102	5281	3942		3700	4588	2294	2294
859185	710	46408		19744	20972	13397	7574	6430		6392	16384	11103	5280	3956		3708	4588	2294	2294
860201	711	46414		19756	20973	13398	7574	6430		6392	16384	11103	5280	3968		3720	4589	2295	2294
861207	712	46326		19744	20972	13395	7576	6430		6392	16384	11101	5282	3956		3708	4588	2294	2294
862212	713	46911		19748	20972	13396	7575	6430		6392	16384	11102	5281	3960		3712	4588	2294	2294
863221	714	46758		19760	20973	13398	7574	6430		6392	16384	11103	5280	3972		3724	4589	2295	2294
864223	715	46600		19744	20972	13395	7576	6430		6392	16384	11101	5282	3956		3708	4588	2294	2294
865225	715	46857		19744	20972	13396	7575	6430		6392	16384	11102	5281	3956		3708	4588	2294	2294
866228	717	46663		19744	20972	13396	7575	6428		6392	16384	11102	5281	3956		3708	4588	2294	2294
867230	717	46767		19760	20973	13398	7574	6430		6392	16384	11103	5280	3975		3724	4589	2295	2294
868244	718	46690		19744	20972	13396	7575	6430		6392	16384	11102	5281	3959		3708	4588	2294	2294
869259	719	47080		19736	20972	13396	7575	6430		6392	16384	11102	5281	3951		3700	4588	2294	2294
870269	720	46857		19752	20973	13398	7574	6430		6392	16384	11103	5280	3967		3716	4589	2295	2294
871285	721	46390		19740	20972	13396	7575	6430		6392	16384	11102	5281	3955		3704	4588	2294	2294
872285	722	46739		19744	20972	13396	7575	6430		6392	16384	11102	5281	3961		3708	4588	2294	2294
873291	723	46709		19740	20972	13396	7575	6430		6392	16384	11102	5281	3958		3704	4588	2294	2294
874296	724	46396		19752	20973	13397	7575	6430		6392	16384	11102	5281	3970		3716	4589	2295	2294
875298	725	46639		19740	20972	13396	7575	6430		6392	16384	11102	5281	3958		3704	4588	2294	2294
876314	726	46958		19740	20972	13396	7575	6430		6392	16384	11102	5281	3958		3704	4588	2294	2294
877322	727	46933		19740	20972	13396	7575	6430		6392	16384	11102	5281	3958		3704	4588	2294	2294
878334	727	46604		19752	20973	13397	7575	6430		6392	16384	11102	5281	3970		3716	4589	2295	2294
879336	728	46546		19740	20972	13396	7575	6430		6392	16384	11102	5281	3958		3704	4588	2294	2294
880348	729	46931		19740	21004	13412	7591	6430		6392	16384	11102	5281	3958		3704	4620	2310	2310
881357	730	46720		19748	20973	13397	7575	6418		6380	16384	11102	5281	3978		3724	4589	2295	2294
882370	731	46432		19732	20972	13397	7574	6418		6380	16384	11103	5280	3962		3708	4588	2294	2294
883373	732	46429		19728	20972	13397	7574	6418		6380	16384	11103	5280	3958		3704	4588	2294	2294
884388	733	46568		19744	20973	13398	7574	6416		6380	16384	11103	5280	3971		3720	4589	2295	2294
885391	733	47139		19736	20972	13396	7575	6418		6380	16384	11102	5281	3965		3712	4588	2294	2294
886395	734	46944		19728	20972	13396	7575	6418		6380	16384	11102	5281	3958		3704	4588	2294	2294
887399	735	46570		19732	20973	13397	7575	6418		6380	16384	11102	5281	3962		3708	4589	2295	2294
888404	736	46371		19736	20972	13397	7574	6418		6380	16384	11103	5280	3966		3712	4588	2294	2294
889409	737	46683		19736	20972	13396	7575	6416		6380	16384	11102	5281	3965		3712	4588	2294	2294
890414	738	46547		19744	20973	13397	7575	6416		6380	16384	11102	5281	3973		3720	4589	2295	2294
891419	739	46398		19728	20972	13397	7574	6416		6380	16384	11103	5280	3958		3704	4588	2294	2294
892430	740	46877		19728	20972	13396	7575	6416		6380	16384	11102	5281	3958		3704	4588	2294	2294
893431	740	47019		19732	20972	13396	7575	6416		6380	16384	11102	5281	3961		3708	4588	2294	2294
894445	741	46489		19744	20973	13397	7575	6416		6380	16384	11102	5281	3973		3720	4589	2295	2294
895451	742	46067		19732	20972	13396	7575	6416		6380	16384	11102	5281	3961		3708	4588	2294	2294
896455	743	46421		19728	20972	13396	7575	6412		6376	16384	11102	5281	3961		3708	4588	2294	2294
897473	744	46316		19728	20972	13396	7575	6412		6376	16384	11102	5281	3959		3708	4588	2294	2294
898475	745	46464		19748	20973	13398	7574	6412		6376	16384	11103	5280	3982		3728	4589	2295	2294
899479	745	46507		19728	20972	13396	7575	6412		6376	16384	11102	5281	3962		3708	4588	2294	2294
900494	746	46527		19728	20972	13397	7574	6412		6376	16384	11103	5280	3962		3708	4588	2294	2294
901494	747	46527		19740	20973	13398	7574	6412		6376	16384	11103	5280	3974		3720	4589	2295	2294
902509	748	46512		19724	20972	13396	7575	6412		6376	16384	11102	5281	3958		3704	4588	2294	2294
903514	749	46966		19732	20973	13398	7574	6414		6376	16384	11103	5280	3970		3716	4589	2295	2294
904527	750	46960		19720	20972	13396	7575	6414		6376	16384	11102	5281	3958		3704	4588	2294	2294
905529	751	46960		19720	20972	13396	7575	6414		6376	16384	11102	5281	3958		3704	4588	2294	2294
906531	752	46969		19736	20973	13398	7574	6414		6376	16384	11103	5280	3974		3720	4589	2295	2294
907535	753	46277		19720	20972	13396	7575	6412		6376	16384	11102	5281	3956		3704	4588	2294	2294
908538	754	46099		19720	20972	13396	7575	6412		6376	16384	11102	5281	3956		3704	4588	2294	2294
909561	755	46427		19732	20973	13398	7574	6412		6376	16384	11103	5280	3968		3716	4589	2295	2294
910579	756	46762		19724	20972	13396	7575	6412		6376	16384	11102	5281	3957		3708	4588	2294	2294
911592	756	46333		19720	20972	13412	7559	6412		6376	16384	11102	5281	3949		3704	4588	2310	2278
912594	757	46554		19724	20972	13397	7574	6412		6376	16384	11103	5280	3953		3708	4588	2294	2294
913596	757	46836		19724	20972	13397	7574	6412		6376	16384	11103	5280	3954		3708	4588	2294	2294
914601	758	46455		19732	20973	13398	7574	6412		6376	16384	11103	5280	3964		3716	4589	2295	2294
915610	759	46261		19720	20972	13398	7573	6412		6376	16384	11104	5279	3952		3704	4588	2294	2294
916627	760	46371		19720	20972	13397	7574	6412		6376	16384	11103	5280	3952		3704	4588	2294	2294
917634	761	46387		19732	20973	13398	7574	6412		6376	16384	11103	5280	3964		3716	4589	2295	2294
918640	761	46376		19720	20972	13398	7573	6412		6376	16384	11104	5279	3952		3704	4588	2294	2294
919642	762	46381		19720	20972	13397	7574	6412		6376	16384	11103	5280	3952		3704	4588	2294	2294
920645	763	46462		19732	20973	13399	7573	6412		6376	16384	11104	5279	3964		3716	4589	2295	2294
921647	764	46807		19720	20972	13398	7573	6412		6376	16384	11104	5279	3952		3704	4588	2294	2294
922663	765	46627		19720	20972	13398	7573	6412		6376	16384	11104	5279	3952		3704	4588	2294	2294
923677	766	46811		19732	20973	13415	7557	6412		6376	16384	11104	5279	3964		3716	4589	2311	2278
924678	767	46417		19728	20972	13398	7573	6412		6376	16384	11104	5279	3960		3712	4588	2294	2294
925680	768	46060		19732	21004	13413	7590	6411		6376	16384	11103	5280	3963		3716	4620	2310	2310
926696	769	46017		19752	20973	13398	7574	6414		6380	16384	11103	5280	3976		3732	4589	2295	2294
927707	770	46459		19736	20972	13398	7573	6415		6380	16384	11104	5279	3961		3716	4588	2294	2294
928723	770	46555		19736	20972	13413	7558	6415		6380	16384	11103	5280	3963		3716	4588	2310	2278
929740	771	46038		19740	20972	13397	7574	6415		6380	16384	11103	5280	3967		3720	4588	2294	2294
930749	772	46018		19732	20972	13399	7572	6415		6380	16384	11105	5278	3959		3712	4588	2294	2294
931764	773	46461		19748	20973	13400	7572	6415		6380	16384	11105	5278	3975		3728	4589	2295	2294
932780	774	46216		19732	20972	13398	7573	6415		6380	16384	11104	5279	3959		3712	4588	2294	2294
933794	775	46251		19732	20972	13398	7573	6415		6380	16384	11104	5279	3959		3712	4588	2294	2294
934796	776	46557		19744	21003	13415	7587	6415		6380	16384	11105	5278	3971		3724	4619	2310	2309
935807	776	46326		19736	20972	13398	7573	6415		6380	16384	11104	5279	3963		3716	4588	2294	2294
936823	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
